Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass
2,1,2,2,0.535116099,0.137931034,0,2,1,0,0,0,1
0,1,3,3,0.675853024,0.379310345,0,2,0,1,0,0,3
1,1,3,1,0.417875231,0.275862069,0,3,0,1,0,0,3
2,1,3,2,0.731466001,0.862068966,0,1,0,0,0,0,4
0,0,1,2,0.522409261,0.655172414,1,1,1,1,1,0,4
0,0,3,0,0.07420857,0.413793103,0,3,0,0,0,0,4
1,0,2,1,0.192184076,0.827586207,0,1,0,1,0,0,4
0,0,0,1,0.840910869,0.931034483,0,2,1,1,0,0,4
0,0,0,1,0.725693108,0.586206897,1,2,1,0,0,0,4
0,1,2,4,0.895737581,0.655172414,1,2,1,0,0,0,4
2,0,0,2,0.117639487,0.275862069,0,1,1,1,0,0,3
0,0,1,2,0.991307855,0.103448276,0,2,0,0,0,0,1
0,0,1,4,0.209594528,0.689655172,1,2,0,1,0,0,4
0,1,0,1,0.011740529,0.896551724,0,2,0,0,1,0,4
0,1,1,3,0.998516536,0.24137931,0,3,0,0,0,0,1
1,1,2,2,0.281344077,0.0,1,4,0,0,1,0,1
2,1,0,3,0.668734418,0.551724138,0,1,0,0,0,0,4
0,0,0,1,0.176832513,0.827586207,0,3,1,0,0,1,4
0,0,0,3,0.580842586,0.275862069,1,1,0,0,1,0,2
2,1,0,1,0.905021239,0.655172414,0,2,0,0,0,1,4
0,1,3,1,0.320496311,0.413793103,0,2,1,1,0,0,3
2,0,0,2,0.67097151,0.034482759,0,2,0,0,0,0,1
0,0,1,1,0.188066686,0.413793103,0,3,1,1,0,0,3
0,1,0,2,0.62546068,0.275862069,0,2,1,0,0,0,3
0,1,0,2,0.336784196,1.0,0,2,1,0,0,0,4
2,1,2,2,0.211398144,0.655172414,0,3,0,1,1,0,4
2,1,2,1,0.313489149,0.172413793,1,1,1,0,0,0,2
2,0,0,0,0.178993749,0.931034483,0,1,0,1,0,0,4
2,0,0,1,0.902899925,0.0,1,0,1,0,0,0,1
2,0,0,2,0.397590544,0.931034483,1,1,0,0,0,0,4
1,1,0,1,0.245508353,0.827586207,0,2,0,1,0,0,4
1,1,1,1,0.448870374,0.137931034,0,2,1,0,1,0,2
0,0,0,1,0.320851718,0.068965517,1,1,0,0,0,1,1
2,0,0,0,0.745222037,0.103448276,0,0,1,0,0,1,2
0,0,0,2,0.97228339,0.0,0,3,0,1,1,1,1
2,0,3,3,0.438484265,0.448275862,0,3,1,1,1,0,3
2,1,3,1,0.861970224,0.275862069,1,4,1,0,0,0,1
1,0,0,2,0.566460615,1.0,0,4,0,1,0,0,4
1,0,2,2,0.157363511,0.793103448,0,4,0,1,0,1,4
0,0,0,2,0.691363689,0.103448276,0,3,1,1,1,1,1
1,0,0,2,0.513971775,0.586206897,1,3,1,0,0,0,3
0,0,2,2,0.651301473,0.448275862,0,1,0,0,0,0,4
0,0,3,2,0.890657173,0.827586207,0,3,1,1,0,1,4
0,0,3,0,0.440887939,0.103448276,0,0,0,0,0,0,2
0,1,1,2,0.902160591,0.827586207,0,3,0,1,1,0,4
0,1,0,2,0.751478981,0.310344828,0,2,0,0,0,1,2
0,1,2,0,0.489113664,0.068965517,0,3,1,0,1,0,1
1,1,0,1,0.60386262,0.75862069,0,0,1,1,0,1,4
0,0,1,4,0.325902483,0.206896552,1,2,0,1,1,0,1
2,1,0,2,0.984675005,0.310344828,0,2,0,0,0,0,2
1,1,1,2,0.66806536,0.413793103,0,1,1,0,0,0,4
1,0,0,3,0.043844364,0.103448276,1,2,0,1,1,0,1
0,0,0,2,0.326944453,0.586206897,0,0,1,1,0,0,4
0,1,3,2,0.623978013,0.344827586,0,2,0,0,0,1,3
0,1,0,2,0.056345142,0.827586207,1,2,0,0,0,1,4
0,0,1,3,0.023858757,0.103448276,0,3,0,1,0,0,2
2,1,0,2,0.450488631,0.793103448,0,2,1,0,1,0,4
1,0,0,2,0.333019702,0.448275862,0,2,1,1,0,0,3
2,0,0,1,0.438749521,0.586206897,0,4,0,0,0,0,4
0,0,0,4,0.262942374,0.24137931,0,2,0,0,0,0,3
0,0,2,2,0.164854194,0.896551724,1,2,0,0,0,0,4
2,1,0,0,0.689882603,0.310344828,0,2,1,0,0,0,2
0,0,3,3,0.515109701,0.137931034,0,3,1,1,0,1,1
2,0,1,2,0.20033139,0.75862069,0,2,1,1,0,0,4
1,1,0,0,0.31990389,0.206896552,1,2,1,0,1,0,1
2,0,1,2,0.592435272,0.379310345,1,3,1,1,0,0,2
1,1,1,2,0.072259484,0.827586207,0,0,0,0,0,0,4
2,1,2,3,0.147569611,0.068965517,1,3,0,1,0,1,1
0,1,0,1,0.073276908,0.862068966,1,2,1,0,0,0,4
2,0,0,3,0.813198161,0.103448276,0,2,0,0,0,1,2
0,1,2,2,0.7532212,0.310344828,0,3,0,0,0,0,2
2,1,3,0,0.754125937,0.103448276,0,1,0,0,0,0,2
2,0,2,4,0.717095834,0.482758621,1,3,0,1,1,0,2
0,1,0,2,0.670101959,0.965517241,1,4,0,0,0,1,4
0,1,2,1,0.477487305,0.310344828,0,2,0,0,0,0,2
0,1,0,2,0.64296354,0.689655172,0,4,0,0,1,0,4
0,1,0,3,0.038352762,1.0,0,0,0,0,0,0,4
0,1,0,1,0.622125875,0.724137931,1,3,0,0,1,0,4
1,0,1,1,0.778718947,0.517241379,1,2,1,0,0,0,3
2,1,0,1,0.500880608,0.482758621,0,2,0,0,0,1,4
0,1,0,1,0.357871383,0.620689655,0,1,1,1,0,1,4
0,0,2,2,0.277692734,0.965517241,0,2,1,0,0,0,4
2,0,0,2,0.643488029,0.655172414,1,1,1,0,0,0,4
0,0,0,1,0.693544649,0.620689655,0,4,1,1,0,0,3
0,1,0,1,0.871915843,0.586206897,0,3,0,1,0,0,3
0,0,3,1,0.34267469,0.862068966,1,1,0,1,0,0,4
0,1,1,3,0.770604232,0.379310345,0,1,1,0,0,0,3
1,1,0,1,0.561948185,0.827586207,1,3,0,0,1,0,4
1,0,2,4,0.883798377,0.517241379,0,2,0,1,1,0,3
2,0,2,2,0.528365913,0.0,0,1,0,0,0,0,2
0,1,0,1,0.518171929,0.517241379,1,2,1,0,1,0,3
2,0,1,3,0.578488433,0.034482759,0,2,0,0,0,0,1
1,1,2,2,0.750123766,0.793103448,0,1,0,0,0,0,4
0,0,1,2,0.965746452,0.482758621,0,3,1,1,0,0,3
0,0,0,4,0.073595024,0.206896552,0,3,1,0,0,0,2
2,0,2,0,0.053443135,0.931034483,0,0,0,1,1,0,4
1,1,1,0,0.938575114,0.0,1,4,1,0,0,0,1
0,0,0,2,0.530431802,0.137931034,1,2,0,1,0,0,1
2,1,0,1,0.615556925,0.310344828,1,1,1,0,0,0,2
1,1,0,1,0.482925234,0.724137931,0,1,0,0,0,0,4
2,1,0,0,0.093712219,0.689655172,1,1,0,0,0,0,4
0,1,2,0,0.768919369,0.103448276,1,2,1,1,0,0,1
0,0,0,2,0.748030652,0.448275862,0,1,0,1,0,0,4
0,1,0,1,0.31200872,0.413793103,0,2,0,0,0,1,4
1,1,1,2,0.306538363,0.0,0,1,1,0,0,1,1
0,0,0,2,0.838751547,0.517241379,1,3,0,1,0,1,3
0,1,3,2,0.072387541,0.75862069,0,3,1,1,0,0,4
1,0,0,0,0.882065044,0.275862069,1,2,0,0,0,0,2
2,1,0,2,0.256903821,0.724137931,0,3,0,1,1,0,4
0,0,0,0,0.593613465,0.517241379,1,4,1,0,0,0,2
2,1,0,2,0.937017167,0.620689655,0,3,0,0,0,0,4
0,0,0,3,0.67884908,0.482758621,0,2,0,0,0,0,3
2,1,2,2,0.41485329,0.862068966,0,2,0,1,0,0,4
1,1,3,2,0.690273904,0.448275862,0,3,1,0,0,0,3
0,0,0,2,0.344322135,0.655172414,1,1,0,0,0,0,4
1,0,1,1,0.277524223,0.310344828,1,2,0,1,0,0,2
0,0,2,3,0.997776025,0.689655172,0,2,0,0,0,0,4
1,0,2,3,0.751600337,0.379310345,0,3,0,1,0,1,3
1,1,0,1,0.645408161,0.931034483,0,3,0,1,0,0,4
0,1,0,2,0.355645142,0.0,0,2,1,1,1,0,1
0,0,0,3,0.049164449,0.689655172,0,1,1,0,1,0,4
0,1,2,4,0.031039687,0.551724138,1,4,0,0,0,0,4
0,0,2,2,0.55476537,0.275862069,1,0,0,1,0,0,3
2,0,0,2,0.76285575,0.75862069,0,0,1,0,1,0,4
0,1,0,1,0.537943992,0.620689655,0,2,0,0,1,0,4
0,1,3,4,0.841698622,0.827586207,0,3,0,1,1,1,4
1,1,2,1,0.033412067,0.586206897,0,3,1,0,0,0,4
0,1,3,2,0.367120751,0.931034483,0,4,1,1,0,0,4
2,1,2,1,0.237290003,0.206896552,0,1,0,0,1,0,3
1,1,0,1,0.447734197,0.275862069,0,2,0,0,1,0,3
0,1,1,2,0.072406698,0.724137931,0,1,0,0,0,0,4
0,0,1,4,0.955175478,0.862068966,0,3,0,0,1,0,4
1,0,0,0,0.223459134,0.689655172,0,2,1,0,0,0,4
0,0,1,2,0.923315032,0.379310345,0,0,0,1,0,0,3
1,0,2,0,0.426329809,0.206896552,1,3,1,0,0,0,1
0,0,0,1,0.986604053,0.448275862,1,2,0,0,0,0,3
0,1,2,2,0.554642356,0.482758621,1,2,0,1,0,0,4
2,0,1,2,0.931849919,0.482758621,0,3,0,0,1,0,3
0,0,3,1,0.005302249,0.172413793,0,1,1,0,0,0,3
2,0,0,1,0.749045979,0.689655172,0,1,1,1,1,0,4
0,0,0,0,0.904035774,0.448275862,0,1,0,0,1,0,3
1,0,1,1,0.139828281,0.034482759,1,2,0,1,0,0,1
0,0,0,4,0.096183456,0.24137931,0,1,1,1,0,0,3
2,0,2,3,0.425007743,0.413793103,0,3,0,1,0,0,3
0,1,2,1,0.934699233,0.75862069,0,1,0,1,0,0,4
2,1,0,2,0.542957117,0.172413793,0,4,0,0,0,0,2
0,0,1,3,0.528009859,0.137931034,1,1,0,1,0,0,1
2,1,1,0,0.141235448,0.137931034,0,1,1,1,0,1,2
2,1,0,3,0.000737531,0.827586207,0,1,0,0,0,0,4
0,1,3,3,0.811018416,0.0,0,3,1,0,0,0,1
2,1,2,0,0.087622338,0.275862069,1,2,1,1,0,0,2
0,0,1,1,0.634525508,0.172413793,0,3,1,0,1,0,1
2,1,2,4,0.91561487,0.655172414,0,3,0,1,0,0,4
1,1,0,2,0.20883886,0.862068966,0,4,0,0,1,0,4
1,1,3,0,0.665984644,1.0,1,3,0,0,1,0,4
1,0,1,1,0.078736149,0.206896552,0,0,0,0,1,0,3
2,0,2,2,0.604396241,0.275862069,0,3,1,0,0,0,2
0,0,2,2,0.164067264,0.137931034,1,4,1,0,0,0,1
0,0,0,2,0.736746612,0.448275862,1,4,1,0,0,0,2
2,0,2,4,0.301524657,0.137931034,0,1,0,0,0,0,3
1,0,0,1,0.463870765,0.24137931,1,3,0,1,1,0,1
1,0,0,2,0.600066668,0.206896552,0,1,0,0,0,0,3
0,1,0,2,0.171417393,0.413793103,1,1,1,1,1,0,2
1,1,3,2,0.742437404,0.413793103,0,3,0,0,0,0,3
0,1,2,1,0.302935322,0.24137931,0,4,0,0,0,0,2
0,0,2,4,0.663080334,0.344827586,1,2,0,0,0,0,3
1,0,2,3,0.158412101,0.931034483,1,3,1,0,0,0,4
0,0,1,2,0.688855726,0.862068966,0,0,1,0,0,0,4
0,0,3,2,0.128282531,0.586206897,1,0,1,0,0,0,4
0,0,0,1,0.425792533,0.827586207,0,2,1,0,0,0,4
0,1,0,2,0.247437336,0.620689655,1,2,0,0,0,0,4
0,1,0,2,0.749182579,0.172413793,0,3,0,0,0,0,1
0,0,2,2,0.262283312,0.724137931,0,2,0,1,0,0,4
0,0,2,4,0.882677906,0.034482759,0,2,0,0,0,1,1
2,0,0,2,0.892792424,0.931034483,0,2,1,1,0,1,4
0,0,0,1,0.196614226,0.413793103,0,1,0,0,0,0,4
0,1,2,2,0.614498641,0.75862069,0,4,0,0,0,0,4
1,0,0,1,0.087765581,0.827586207,0,2,0,0,0,0,4
0,0,2,1,0.391934263,0.931034483,1,2,0,0,0,0,4
1,0,3,1,0.714088767,0.862068966,0,3,1,1,0,0,4
2,0,0,2,0.660128331,0.344827586,0,2,0,0,0,1,3
0,1,0,2,0.625365842,0.0,0,3,0,0,0,0,1
0,0,2,2,0.282812742,0.793103448,0,1,0,0,0,0,4
2,0,2,2,0.378406581,0.034482759,0,1,0,0,0,0,3
0,1,1,2,0.103011588,1.0,0,4,0,1,0,1,4
2,1,3,1,0.719796411,0.551724138,0,3,0,0,0,0,4
2,1,0,3,0.504415103,0.24137931,0,2,1,0,0,0,2
2,0,1,1,0.709527433,0.034482759,0,3,0,0,0,1,1
0,0,2,1,0.249176785,0.172413793,0,4,0,0,1,1,2
1,1,2,2,0.324758265,0.724137931,1,1,1,0,0,1,4
2,1,0,1,0.334546612,0.137931034,0,0,0,0,0,0,3
0,1,2,0,0.025719112,0.517241379,1,2,0,0,1,0,4
0,1,1,2,0.341387002,0.24137931,0,1,1,1,0,0,3
2,1,0,2,0.804175042,0.620689655,1,1,1,0,1,0,4
2,1,0,2,0.898277005,0.517241379,0,3,1,0,0,0,3
0,0,2,4,0.518761092,0.413793103,0,0,0,0,1,0,4
1,0,0,2,0.455972383,0.862068966,1,3,0,0,0,1,4
1,0,0,3,0.030807162,0.655172414,0,2,0,1,0,1,4
1,1,0,1,0.880162049,0.206896552,0,2,0,0,0,0,2
2,1,2,2,0.01297228,0.517241379,0,3,1,1,1,0,3
2,1,1,3,0.945783133,0.75862069,1,2,0,0,0,0,4
2,1,2,2,0.489725689,0.517241379,0,1,0,0,0,1,4
0,1,0,2,0.342274641,0.965517241,0,1,1,0,0,0,4
0,1,1,1,0.925227887,0.379310345,1,3,1,0,0,0,2
2,0,1,0,0.024366142,0.448275862,0,1,1,0,0,0,4
0,0,2,2,0.582040324,0.793103448,1,0,1,0,0,1,4
0,1,3,1,0.549510606,0.586206897,0,4,0,0,0,0,3
1,0,0,3,0.219519611,0.896551724,1,4,1,1,0,0,4
0,1,1,1,0.429327527,0.931034483,0,2,0,1,1,1,4
2,0,0,4,0.652960861,0.586206897,0,0,0,0,0,0,4
1,1,1,4,0.727914108,0.517241379,0,3,1,0,1,0,3
1,1,0,1,0.000664795,0.655172414,0,3,1,0,0,0,4
2,0,0,1,0.937877406,0.517241379,0,1,1,1,0,0,3
0,0,0,3,0.164661598,0.413793103,0,1,1,0,1,0,4
1,1,1,4,0.233796035,0.862068966,0,3,1,0,1,0,4
0,1,0,2,0.263723407,0.965517241,0,4,0,0,0,0,4
0,0,2,1,0.037810721,0.275862069,0,3,1,0,0,1,2
0,0,0,2,0.123140678,0.862068966,0,1,1,1,1,0,4
0,1,0,2,0.987430792,0.931034483,0,2,1,1,0,0,4
0,0,2,1,0.315526175,0.275862069,0,3,0,0,0,0,3
1,1,0,2,0.115380735,0.413793103,0,1,0,0,0,0,4
1,1,0,0,0.107061354,0.965517241,0,1,1,0,1,0,4
0,1,1,0,0.720234061,0.103448276,1,1,0,0,0,0,1
2,1,0,1,0.855498058,0.275862069,0,2,0,0,0,0,2
0,0,0,1,0.257194765,0.482758621,0,2,0,0,0,0,4
0,0,0,1,0.020880659,0.448275862,0,3,0,1,0,0,4
0,0,3,2,0.223293561,0.620689655,1,3,1,1,0,0,4
0,0,1,1,0.056527765,0.379310345,0,4,0,0,1,0,3
0,0,1,1,0.103460896,0.689655172,1,3,1,0,0,0,4
1,0,1,1,0.431951228,0.862068966,0,1,0,0,0,1,4
0,0,0,4,0.230129762,0.827586207,1,2,0,1,1,1,4
2,1,0,2,0.516486043,0.172413793,0,2,0,1,0,0,2
0,0,2,2,0.253732243,0.068965517,0,0,1,0,1,0,2
0,0,0,2,0.941565511,0.862068966,0,4,0,1,0,0,4
2,1,0,4,0.906932415,0.827586207,1,0,1,1,0,0,4
0,0,0,1,0.567404731,0.724137931,1,2,1,0,0,0,4
2,0,0,2,0.354778496,0.655172414,0,2,1,0,1,0,4
0,1,3,2,0.381532102,0.517241379,0,2,1,0,1,0,3
0,0,0,2,0.412272798,1.0,0,3,0,0,0,1,4
0,0,1,0,0.728362748,0.655172414,0,2,0,0,0,0,4
2,0,0,2,0.452105243,0.793103448,0,1,0,0,1,0,4
0,1,3,0,0.857661824,0.75862069,0,1,0,0,0,0,4
1,0,0,2,0.945127085,0.551724138,1,4,1,1,0,0,3
2,0,0,2,0.336279418,0.517241379,0,1,1,0,0,0,4
1,1,2,1,0.561286082,0.172413793,0,1,0,0,1,0,2
0,0,2,3,0.095112912,0.24137931,0,2,0,0,0,0,3
0,1,0,0,0.200646589,0.620689655,1,1,1,0,0,0,4
0,1,0,3,0.413888136,1.0,1,2,0,0,1,0,4
1,0,0,2,0.206386847,0.827586207,0,3,1,0,0,0,4
1,1,0,1,0.877515163,0.862068966,1,3,0,0,0,0,4
2,1,0,1,0.15841531,0.034482759,1,3,0,1,0,0,2
0,0,0,4,0.456131692,0.448275862,0,1,1,1,1,0,3
2,1,0,0,0.606342572,0.724137931,0,2,0,1,0,0,4
1,1,0,1,0.692606281,0.379310345,1,0,1,0,0,0,3
0,0,1,1,0.3834568,0.551724138,0,0,1,0,0,1,4
0,0,3,2,0.870045164,0.931034483,0,2,1,0,0,0,4
0,0,1,2,0.568919516,0.896551724,0,1,1,1,1,0,4
0,1,0,1,0.439960084,0.482758621,0,3,0,0,0,0,3
0,0,0,1,0.067265036,0.586206897,1,3,1,1,0,0,4
2,1,3,1,0.465170717,0.517241379,0,3,1,0,0,1,4
0,1,0,1,0.821626345,0.413793103,0,3,1,1,0,0,2
1,1,0,2,0.615194513,0.689655172,1,0,1,1,1,0,4
0,1,1,2,0.833066093,0.551724138,0,2,1,0,0,0,4
0,1,1,1,0.494526623,0.24137931,0,1,0,1,0,0,3
0,1,1,1,0.118544983,0.0,1,2,1,0,0,0,1
0,1,0,1,0.013602636,0.965517241,0,1,1,1,0,0,4
2,0,0,4,0.303515194,0.827586207,0,0,1,1,0,0,4
0,0,3,4,0.698739887,0.862068966,0,2,0,1,1,1,4
2,1,0,3,0.791115378,0.896551724,0,3,1,0,0,0,4
2,1,1,1,0.296039899,0.068965517,1,3,0,0,0,0,1
0,0,2,0,0.496170761,0.517241379,0,2,0,1,0,1,4
0,1,1,1,0.421550071,0.931034483,0,2,1,1,1,0,4
2,0,0,1,0.410941771,0.034482759,0,2,1,0,0,1,2
0,0,0,2,0.231561749,0.482758621,0,3,0,0,0,1,4
1,0,1,2,0.136474969,0.0,1,0,1,0,1,0,1
2,1,2,3,0.196861754,0.275862069,1,3,0,1,0,0,2
0,1,3,3,0.055343101,0.517241379,1,2,0,1,0,0,4
0,0,0,1,0.198305595,0.103448276,0,1,0,0,1,1,3
0,0,0,2,0.009158586,0.379310345,1,0,1,0,0,0,4
0,0,3,1,0.627926513,0.0,0,1,0,0,0,0,2
1,0,2,0,0.316686176,0.0,1,2,0,0,0,1,1
0,0,2,2,0.974210402,0.206896552,1,3,1,1,0,0,1
0,1,0,0,0.193886831,0.586206897,0,2,0,0,0,1,4
0,0,1,2,0.346173194,0.75862069,0,2,1,0,0,0,4
0,1,2,1,0.35819959,0.931034483,0,4,1,1,0,1,4
2,0,1,2,0.008408323,0.75862069,0,1,1,0,0,0,4
0,1,0,2,0.84011969,0.482758621,1,1,0,0,0,0,3
2,1,0,1,0.031978348,0.862068966,0,2,0,1,0,0,4
1,1,1,3,0.941207634,1.0,0,3,1,0,0,0,4
0,1,0,1,0.893046856,0.827586207,0,3,0,1,0,0,4
0,1,0,2,0.536084582,0.413793103,1,2,0,0,0,0,3
1,1,3,2,0.544167521,0.517241379,0,4,0,1,1,0,2
0,0,0,2,0.654476518,0.206896552,0,3,0,0,0,0,2
2,1,2,4,0.387442018,0.517241379,0,0,1,0,0,0,4
0,0,0,1,0.647913343,0.413793103,0,3,1,0,1,1,2
2,1,1,2,0.04476696,0.448275862,0,0,0,1,0,0,4
0,1,3,2,0.054056865,0.551724138,1,3,0,1,0,0,4
0,0,0,3,0.457703094,0.379310345,0,1,1,0,0,0,3
2,1,0,1,0.550201175,0.965517241,0,3,0,0,0,0,4
2,0,0,2,0.888785252,0.793103448,0,2,1,0,0,0,4
2,0,0,2,0.104728048,0.793103448,0,3,0,0,0,0,4
2,0,2,1,0.82354063,0.655172414,0,2,1,1,0,0,4
1,0,3,2,0.210235888,0.413793103,0,3,1,0,0,0,3
0,1,0,1,0.394483739,0.793103448,0,1,0,1,1,0,4
0,1,0,2,0.316913465,0.655172414,0,4,0,1,0,0,4
2,0,0,3,0.400562342,0.482758621,0,3,0,0,0,0,3
2,1,2,2,0.150615597,0.793103448,1,1,1,1,0,0,4
2,1,0,2,0.504096014,0.689655172,0,4,0,0,0,0,4
1,0,1,2,0.802511148,0.103448276,1,2,1,0,0,1,1
2,1,1,0,0.441988643,0.724137931,1,3,0,1,0,1,4
2,0,1,1,0.491124622,0.034482759,0,3,1,0,0,0,1
2,0,0,2,0.849690311,0.931034483,1,0,1,0,0,1,4
0,1,2,1,0.706816803,0.586206897,0,4,0,1,0,0,3
1,1,0,1,0.490965272,0.034482759,0,2,0,0,0,0,1
2,1,0,2,0.257938968,0.827586207,0,1,0,0,0,0,4
0,0,2,1,0.885891035,0.482758621,0,3,1,1,0,1,2
0,0,2,1,0.577630768,1.0,0,3,0,0,0,0,4
0,1,0,2,0.22134892,0.862068966,0,0,0,1,0,0,4
1,1,0,1,0.269376204,0.620689655,0,1,1,0,0,0,4
1,1,0,3,0.80400336,0.482758621,0,3,0,0,0,0,3
0,1,0,3,0.044143417,0.862068966,0,0,1,1,1,0,4
2,0,0,2,0.993179657,0.655172414,0,4,0,0,0,0,4
1,1,0,1,0.130448624,0.310344828,0,3,0,1,0,0,2
0,0,0,2,0.796930676,0.931034483,0,2,0,1,0,0,4
0,0,2,3,0.395176202,0.793103448,0,2,1,1,0,1,4
2,1,1,2,0.492729072,0.655172414,0,2,0,0,1,1,4
0,1,1,1,0.881609951,0.344827586,1,2,1,0,0,0,2
1,1,0,2,0.413332921,0.862068966,1,3,0,1,1,1,4
2,0,3,3,0.538058687,0.310344828,0,4,0,0,0,1,2
0,1,2,2,0.049303442,0.965517241,1,2,1,0,1,0,4
0,1,2,2,0.002297285,0.75862069,0,2,0,0,0,1,4
2,0,2,2,0.24502837,0.137931034,0,1,0,0,0,0,3
1,1,3,2,0.681312499,0.275862069,1,3,0,0,0,0,2
0,0,1,0,0.121351393,0.655172414,0,3,1,1,0,0,4
0,1,0,2,0.113839834,0.620689655,1,3,1,0,0,0,4
0,0,1,0,0.411380098,0.413793103,0,0,0,0,0,0,4
1,1,2,2,0.648528805,0.586206897,0,3,0,1,0,0,3
0,1,2,1,0.712837594,0.551724138,0,2,1,0,0,0,4
1,0,1,2,0.178602906,0.896551724,0,3,1,1,0,1,4
1,0,0,1,0.079626742,0.172413793,0,3,0,0,0,0,2
0,1,0,2,0.941425083,0.310344828,0,3,1,1,0,1,2
0,0,3,2,0.260913117,0.034482759,1,2,0,0,0,0,2
2,0,1,1,0.854274486,0.793103448,0,3,0,1,0,0,4
0,0,1,1,0.8644311,0.172413793,0,0,0,0,0,0,3
0,0,0,1,0.773357678,0.931034483,0,3,0,0,1,0,4
0,1,0,3,0.168974784,0.931034483,1,0,0,0,0,0,4
0,1,2,2,0.822693189,0.689655172,0,2,1,1,0,0,4
0,0,1,2,0.770081884,0.413793103,0,1,0,0,0,0,4
0,0,2,1,0.597356004,0.586206897,1,3,0,1,0,0,3
1,0,0,2,0.337536743,0.206896552,0,2,0,0,0,1,2
0,0,1,3,0.262757456,0.034482759,0,3,1,0,0,0,1
1,1,0,3,0.12197643,0.965517241,1,3,1,0,0,0,4
2,1,2,2,0.510290118,0.448275862,1,3,0,1,0,0,3
0,0,0,0,0.585880714,0.137931034,0,1,0,1,0,0,3
0,0,0,1,0.359699144,0.586206897,0,3,0,1,0,0,4
0,0,1,0,0.47585258,0.344827586,1,2,0,1,0,0,3
0,1,3,1,0.36387941,0.310344828,0,0,0,0,0,0,3
1,0,0,1,0.641689972,0.344827586,1,1,0,1,0,0,3
0,1,2,1,0.90224227,0.896551724,0,1,1,0,1,0,4
2,0,0,1,0.164055792,0.034482759,0,0,0,1,0,0,2
2,1,0,3,0.381794331,0.482758621,0,2,0,0,0,0,4
0,0,0,2,0.140977637,0.206896552,1,0,0,1,0,0,2
0,1,0,3,0.625609222,0.275862069,1,2,1,0,0,0,2
0,0,1,2,0.72965542,0.137931034,0,1,0,0,0,0,3
0,0,0,1,0.932931029,0.206896552,1,1,0,0,1,0,2
2,0,0,2,0.279139587,0.655172414,0,4,1,0,0,0,4
0,1,3,1,0.951250536,0.034482759,0,2,0,0,1,0,1
0,0,0,2,0.063282501,0.068965517,1,1,0,1,0,0,1
0,1,2,1,0.603654108,0.034482759,1,2,0,1,1,1,1
2,1,0,4,0.057145503,0.689655172,1,1,1,0,0,0,4
2,0,1,1,0.894748646,0.724137931,1,0,0,0,0,0,4
1,0,0,1,0.530365157,0.75862069,0,0,1,0,0,0,4
0,0,0,3,0.670064843,0.620689655,0,4,0,1,1,0,3
1,1,0,0,0.832476888,0.103448276,1,3,0,0,0,0,1
2,0,0,2,0.150430509,0.793103448,0,3,1,0,1,0,4
2,1,0,2,0.038583033,0.655172414,0,4,0,0,0,1,4
0,1,1,3,0.879838485,0.206896552,0,4,0,0,0,0,2
0,0,2,4,0.315242339,0.931034483,0,3,0,0,1,0,4
1,0,2,4,0.129074275,0.724137931,1,3,1,0,1,1,4
2,0,1,0,0.468946821,0.206896552,0,2,0,0,0,1,2
2,0,0,3,0.598940909,0.551724138,1,1,0,0,0,0,4
1,0,0,2,0.030953315,0.620689655,0,2,0,0,1,0,4
0,0,0,2,0.275158749,0.724137931,0,2,0,0,0,0,4
2,1,0,1,0.032784688,0.517241379,0,4,0,0,0,0,4
0,1,1,2,0.420765655,0.068965517,0,2,0,0,1,0,1
2,1,1,4,0.896076011,0.482758621,0,3,0,0,0,1,3
0,0,0,3,0.983729031,0.448275862,0,2,1,1,0,0,2
1,1,0,2,0.637726918,0.482758621,0,1,0,0,0,0,4
0,1,2,0,0.1617706,0.448275862,0,2,0,1,0,0,4
1,1,2,1,0.906837728,0.206896552,0,2,1,0,0,0,2
0,1,0,3,0.516788335,0.827586207,0,2,1,0,0,0,4
1,1,3,2,0.153873151,0.068965517,0,2,1,0,0,0,1
0,0,3,2,0.922733258,1.0,0,1,0,0,0,0,4
0,0,0,0,0.758286834,0.551724138,1,2,1,0,0,0,4
0,1,0,2,0.732493441,0.310344828,0,3,1,1,0,0,2
0,1,1,2,0.709942982,0.482758621,1,2,0,1,0,0,3
0,1,3,3,0.200517213,0.965517241,1,2,0,0,0,0,4
2,0,2,2,0.211196345,0.172413793,0,0,0,0,0,0,3
2,0,0,1,0.689031267,0.931034483,1,1,1,0,1,1,4
0,1,0,2,0.219922422,0.551724138,0,2,0,0,0,1,4
0,0,1,0,0.439123039,0.551724138,1,2,0,1,0,0,4
0,0,1,4,0.782847807,0.448275862,1,2,0,0,0,0,4
1,1,0,1,0.784800742,0.793103448,0,3,1,1,0,0,4
1,0,2,2,0.453729885,0.827586207,0,1,0,0,1,0,4
0,0,1,1,0.793047631,0.586206897,0,0,1,0,0,0,4
2,1,2,2,0.83953286,0.827586207,0,2,1,0,0,0,4
2,0,2,2,0.655475494,0.137931034,0,2,0,0,0,0,3
0,0,2,2,0.228635528,0.965517241,0,2,0,0,1,0,4
0,1,0,1,0.274273855,0.24137931,0,3,0,0,0,0,3
1,0,1,1,0.315150161,0.206896552,0,3,1,0,0,0,1
